customer_id,age_group,gender,region,customer_segment,preferred_channel,purchase_frequency,avg_order_value,total_spent,recency_days,website_visits,discount_usage_rate,email_open_rate,cart_abandonment_rate,loyalty_score,engagement_score,churn_risk,churn_flag
C087795,18-24,Female,West,VIP,Mobile App,5,207.68,1180.16,34,10,0.76,0.76,0.21,38,77.5,Low,0
C087796,25-34,Male,South,New,Online,20,110.1,1969.53,96,92,0.12,0.55,0.81,81,37.0,Low,0
C087797,45-54,Female,East,Loyal,Online,1,148.32,153.54,26,5,0.27,0.21,0.72,94,24.5,Low,0
C087798,35-44,Female,Central,Returning,Mobile App,20,339.62,6805.11,219,151,0.14,0.72,0.06,64,83.0,Low,0
C087799,45-54,Male,East,VIP,In-Store,1,31.37,27.93,46,5,0.38,0.49,0.83,28,33.0,Low,0
C087800,25-34,Female,Central,VIP,Online,20,89.26,1730.99,173,87,0.29,0.6,0.65,67,47.5,Medium,1
C087801,35-44,Male,East,Returning,Mobile App,1,382.73,381.77,156,2,0.18,0.11,0.8,35,15.5,Medium,1
C087802,35-44,Female,Central,Returning,In-Store,1,35.85,37.35,16,5,0.33,0.57,0.42,22,57.5,Low,0
C087803,25-34,Female,Central,Loyal,In-Store,60,193.27,13820.17,206,320,0.34,0.76,0.39,26,68.5,Medium,1
C087804,25-34,Female,Central,Returning,In-Store,12,196.83,2348.09,339,51,0.5,0.21,0.14,19,53.5,High,1
C087805,18-24,Male,Central,Loyal,In-Store,12,314.84,3500.9,100,63,0.62,0.77,0.78,83,49.5,Medium,0
C087806,55+,Male,North,Loyal,In-Store,20,292.73,5128.52,61,68,0.4,0.26,0.23,21,51.5,Low,0
C087807,18-24,Female,North,Returning,Mobile App,2,37.79,70.47,120,8,0.24,0.21,0.83,85,19.0,Medium,0
C087808,55+,Other,West,Returning,Mobile App,5,398.13,1788.36,258,30,0.31,0.86,0.73,26,56.5,High,1
C087809,35-44,Other,Central,Loyal,In-Store,12,133.22,1730.79,338,81,0.39,0.87,0.69,53,59.0,High,1
C087810,55+,Female,Central,VIP,Mobile App,20,332.54,7426.43,262,63,0.15,0.64,0.73,31,45.5,High,1
C087811,45-54,Female,East,New,In-Store,35,268.5,10267.85,173,108,0.13,0.19,0.47,52,36.0,Medium,0
C087812,25-34,Other,North,New,Online,5,48.89,256.27,267,18,0.54,0.88,0.49,92,69.5,Medium,1
C087813,45-54,Female,North,VIP,Online,20,126.09,3023.8,59,141,0.74,0.38,0.68,87,35.0,Low,0
C087814,35-44,Male,West,Loyal,In-Store,20,332.45,7370.26,196,72,0.23,0.74,0.49,97,62.5,Low,0
C087815,55+,Other,West,New,Mobile App,1,217.53,256.84,259,5,0.59,0.79,0.57,78,61.0,High,1
C087816,35-44,Other,North,New,In-Store,12,183.06,2545.99,218,87,0.77,0.14,0.56,69,29.0,Medium,1
C087817,25-34,Male,North,Returning,Mobile App,12,366.0,4596.48,169,95,0.7,0.43,0.14,83,64.5,Low,0
C087818,55+,Other,North,Returning,Online,20,108.97,2128.72,324,71,0.69,0.69,0.16,42,76.5,High,1
C087819,25-34,Other,North,Returning,Online,3,355.69,1034.14,274,21,0.28,0.77,0.85,50,46.0,High,1
C087820,55+,Male,East,New,Mobile App,12,207.61,2378.41,325,73,0.68,0.85,0.7,10,57.5,High,1
C087821,18-24,Female,Central,Loyal,Online,2,372.44,824.05,98,6,0.47,0.14,0.27,29,43.5,Low,0
C087822,55+,Male,South,Loyal,Mobile App,1,346.47,360.68,322,2,0.49,0.44,0.09,85,67.5,High,1
C087823,45-54,Male,East,Returning,In-Store,3,311.86,1062.43,230,15,0.08,0.48,0.08,64,70.0,Medium,0
C087824,35-44,Female,East,VIP,In-Store,12,371.74,3850.0,198,61,0.61,0.3,0.22,40,54.0,Medium,0
C087825,55+,Male,East,New,In-Store,1,392.65,418.59,347,7,0.62,0.35,0.75,70,30.0,High,1
C087826,25-34,Female,Central,VIP,In-Store,1,381.7,420.89,289,6,0.07,0.36,0.69,56,33.5,High,1
C087827,25-34,Other,Central,Returning,Online,12,377.31,5033.84,66,34,0.19,0.29,0.28,53,50.5,Low,0
C087828,25-34,Male,North,New,In-Store,35,147.51,4964.9,190,141,0.25,0.33,0.21,81,56.0,Low,0
C087829,25-34,Other,South,Returning,Mobile App,2,61.71,129.14,152,13,0.69,0.44,0.63,44,40.5,Medium,0
C087830,18-24,Female,North,Loyal,Online,3,104.35,295.15,105,18,0.17,0.8,0.34,47,73.0,Low,0
C087831,45-54,Female,East,New,In-Store,1,126.92,146.47,32,3,0.75,0.71,0.73,10,49.0,Low,0
C087832,45-54,Male,North,Loyal,Online,12,362.36,4244.88,134,56,0.47,0.16,0.56,72,30.0,Medium,0
C087833,25-34,Male,Central,Returning,Online,3,109.05,312.6,338,7,0.06,0.2,0.47,94,36.5,High,1
C087834,55+,Other,East,VIP,Mobile App,12,102.65,1436.78,153,91,0.21,0.87,0.81,54,53.0,Medium,1
C087835,35-44,Other,West,VIP,In-Store,35,369.78,13686.28,95,97,0.26,0.53,0.56,71,48.5,Low,0
C087836,45-54,Male,North,Returning,In-Store,8,124.4,913.95,360,56,0.33,0.7,0.42,74,64.0,High,1
C087837,25-34,Male,West,VIP,In-Store,8,260.59,2034.52,28,44,0.56,0.52,0.84,91,34.0,Low,0
C087838,35-44,Female,Central,Loyal,In-Store,12,336.02,4468.53,115,91,0.3,0.57,0.74,57,41.5,Medium,0
C087839,35-44,Female,Central,Loyal,Mobile App,20,215.31,4758.94,19,123,0.4,0.89,0.72,78,58.5,Low,0
C087840,25-34,Male,Central,Loyal,In-Store,60,118.05,6597.81,194,204,0.64,0.47,0.52,76,47.5,Medium,0
C087841,35-44,Female,Central,Loyal,Mobile App,12,64.98,906.88,154,64,0.36,0.71,0.32,65,69.5,Low,0
C087842,18-24,Other,Central,Loyal,Online,20,169.85,3477.5,132,64,0.05,0.4,0.42,80,49.0,Low,0
C087843,45-54,Other,East,Loyal,Online,5,68.26,298.41,74,22,0.11,0.45,0.59,69,43.0,Low,0
C087844,18-24,Male,South,Loyal,Mobile App,20,365.56,7242.99,19,95,0.21,0.23,0.68,55,27.5,Low,0
C087845,45-54,Other,South,Loyal,Mobile App,20,59.7,1343.76,135,117,0.27,0.3,0.27,97,51.5,Low,0
C087846,35-44,Female,Central,Returning,In-Store,2,238.45,545.26,362,8,0.07,0.23,0.75,52,24.0,High,1
C087847,45-54,Female,West,Returning,Online,2,67.39,116.17,8,8,0.17,0.18,0.29,83,44.5,Low,0
C087848,18-24,Male,North,New,In-Store,3,148.67,396.66,1,19,0.63,0.08,0.36,85,36.0,Low,0
C087849,45-54,Female,South,Loyal,Mobile App,3,181.5,564.65,310,6,0.71,0.19,0.44,33,37.5,High,1
C087850,35-44,Female,West,Loyal,In-Store,2,299.87,579.22,340,12,0.12,0.65,0.81,23,42.0,High,1
C087851,35-44,Female,East,Loyal,Online,2,101.18,233.74,113,9,0.14,0.29,0.71,70,29.0,Low,0
C087852,18-24,Other,North,VIP,Online,5,113.0,663.97,179,14,0.13,0.71,0.35,58,68.0,Medium,0
C087853,18-24,Female,North,New,Online,12,217.78,2838.24,94,80,0.65,0.63,0.3,76,66.5,Low,0
C087854,18-24,Female,South,New,In-Store,35,243.54,8929.09,222,253,0.76,0.62,0.42,37,60.0,Medium,1
C087855,55+,Other,East,New,In-Store,12,77.16,1056.01,304,61,0.71,0.51,0.33,37,59.0,High,1
C087856,35-44,Female,East,VIP,Online,8,24.44,200.72,277,53,0.22,0.48,0.21,24,63.5,High,1
C087857,35-44,Other,West,VIP,Online,1,228.91,226.27,20,7,0.44,0.73,0.83,98,45.0,Low,0
C087858,35-44,Male,West,Loyal,In-Store,3,291.91,750.75,270,6,0.08,0.19,0.46,90,36.5,Medium,1
C087859,35-44,Male,West,Loyal,In-Store,12,159.4,2067.0,333,89,0.75,0.14,0.22,22,46.0,High,1
C087860,55+,Female,North,Returning,Mobile App,1,210.23,242.39,214,5,0.73,0.06,0.17,74,44.5,Low,0
C087861,25-34,Other,Central,New,Mobile App,5,259.45,1428.7,123,34,0.41,0.44,0.56,73,44.0,Low,0
C087862,18-24,Other,West,Returning,Online,2,154.55,310.07,348,6,0.33,0.64,0.81,39,41.5,High,1
C087863,18-24,Female,North,Loyal,In-Store,1,298.86,309.35,14,4,0.46,0.26,0.73,43,26.5,Low,0
C087864,18-24,Other,West,VIP,Mobile App,8,223.82,1846.66,87,63,0.23,0.54,0.51,33,51.5,Low,0
C087865,25-34,Other,Central,New,Mobile App,12,324.04,3855.93,207,28,0.68,0.62,0.73,85,44.5,Medium,1
C087866,18-24,Male,East,Loyal,In-Store,5,99.32,435.89,3,38,0.65,0.4,0.4,89,50.0,Low,0
C087867,55+,Female,West,Returning,Mobile App,8,33.41,234.61,36,63,0.28,0.58,0.31,14,63.5,Low,0
C087868,35-44,Other,Central,VIP,Mobile App,3,135.05,437.47,190,19,0.27,0.32,0.74,21,29.0,Medium,1
C087869,25-34,Other,East,Loyal,Mobile App,12,306.48,3206.07,273,70,0.73,0.87,0.3,25,78.5,High,1
C087870,18-24,Female,West,VIP,In-Store,20,94.74,2094.06,50,155,0.33,0.74,0.63,42,55.5,Low,0
C087871,45-54,Male,East,New,Online,5,344.17,1728.55,15,22,0.19,0.27,0.25,71,51.0,Low,0
C087872,25-34,Other,Central,New,Online,20,228.7,4685.5,35,73,0.69,0.32,0.79,24,26.5,Low,0
C087873,18-24,Female,West,Returning,Online,3,67.14,183.67,149,10,0.31,0.23,0.44,65,39.5,Medium,0
C087874,35-44,Other,East,New,Online,8,61.73,491.97,83,59,0.56,0.37,0.51,62,43.0,Low,0
C087875,18-24,Other,East,New,Online,35,297.49,9496.44,64,124,0.76,0.09,0.13,15,48.0,Low,0
C087876,35-44,Male,Central,New,Online,2,120.47,268.46,215,14,0.08,0.38,0.1,53,64.0,Medium,0
C087877,45-54,Female,North,VIP,Online,20,124.87,2340.75,300,94,0.5,0.27,0.53,64,37.0,High,1
C087878,25-34,Female,South,VIP,Mobile App,12,71.57,914.61,137,40,0.8,0.44,0.48,39,48.0,Medium,0
C087879,55+,Other,East,Loyal,Mobile App,8,322.63,2682.79,13,36,0.62,0.13,0.83,80,15.0,Low,0
C087880,35-44,Female,West,New,Mobile App,2,233.0,404.18,126,12,0.28,0.36,0.37,86,49.5,Low,0
C087881,18-24,Male,Central,Loyal,Online,3,380.98,1016.02,338,8,0.66,0.71,0.28,14,71.5,High,1
C087882,18-24,Male,West,VIP,Mobile App,35,45.47,1457.83,285,103,0.55,0.5,0.59,59,45.5,High,1
C087883,45-54,Other,West,Loyal,Online,1,181.59,204.23,298,4,0.09,0.89,0.84,96,52.5,High,1
C087884,55+,Male,Central,Loyal,Mobile App,1,334.97,316.9,298,3,0.72,0.13,0.63,61,25.0,High,1
C087885,18-24,Male,Central,Returning,In-Store,12,106.18,1472.46,77,84,0.72,0.74,0.77,89,48.5,Low,0
C087886,18-24,Female,South,VIP,Mobile App,8,254.13,1925.31,256,27,0.06,0.6,0.77,52,41.5,High,1
C087887,35-44,Other,North,Loyal,In-Store,2,330.88,638.55,298,8,0.26,0.86,0.19,33,83.5,High,1
C087888,18-24,Other,West,New,Mobile App,60,347.04,19578.89,98,182,0.36,0.54,0.34,45,60.0,Low,0
C087889,35-44,Female,Central,VIP,Mobile App,20,308.28,6067.06,252,137,0.44,0.62,0.22,56,70.0,Medium,1
C087890,35-44,Female,North,Returning,In-Store,5,223.17,1245.54,311,17,0.76,0.66,0.37,60,64.5,Medium,1
C087891,55+,Other,South,Returning,Online,5,320.61,1450.25,97,39,0.48,0.33,0.51,62,41.0,Low,0
C087892,45-54,Male,North,VIP,Mobile App,5,177.72,1033.1,95,11,0.54,0.88,0.23,17,82.5,Low,0
C087893,25-34,Female,West,VIP,Online,35,372.42,14549.0,310,211,0.79,0.7,0.84,80,43.0,High,1
C087894,25-34,Other,West,New,In-Store,1,332.07,313.81,98,3,0.17,0.42,0.53,42,44.5,Low,0
C087895,18-24,Other,Central,VIP,Mobile App,12,231.19,3217.96,350,79,0.52,0.48,0.62,69,43.0,High,1
C087896,18-24,Other,North,Loyal,Mobile App,60,265.71,16799.92,144,441,0.76,0.44,0.29,18,57.5,Low,0
C087897,55+,Male,East,Returning,Mobile App,12,136.14,1424.82,177,51,0.19,0.42,0.52,24,45.0,Medium,1
C087898,18-24,Other,Central,VIP,In-Store,1,324.71,290.08,180,7,0.29,0.86,0.27,37,79.5,Medium,0
C087899,25-34,Male,North,Loyal,In-Store,20,181.24,3757.03,215,148,0.48,0.69,0.6,26,54.5,High,1
C087900,25-34,Male,South,VIP,Online,20,398.74,8025.43,15,135,0.62,0.8,0.48,99,66.0,Low,0
C087901,55+,Other,North,New,In-Store,2,308.26,681.54,147,7,0.46,0.87,0.15,46,86.0,Low,0
C087902,35-44,Female,West,Loyal,Online,5,99.77,498.26,80,16,0.2,0.3,0.47,40,41.5,Low,0
C087903,55+,Male,North,New,In-Store,2,37.92,67.85,364,4,0.05,0.21,0.17,63,52.0,High,1
C087904,25-34,Female,Central,VIP,Online,5,328.15,1654.52,29,27,0.31,0.71,0.11,66,80.0,Low,0
C087905,55+,Female,North,New,Mobile App,60,182.45,12796.61,148,427,0.07,0.89,0.08,91,90.5,Low,0
C087906,45-54,Other,South,Loyal,Mobile App,8,73.07,600.13,64,49,0.37,0.55,0.42,86,56.5,Low,0
C087907,45-54,Other,Central,New,Online,3,299.13,1062.34,348,13,0.17,0.8,0.49,72,65.5,High,1
C087908,45-54,Female,North,New,Mobile App,5,85.48,393.95,55,29,0.27,0.43,0.48,16,47.5,Low,0
C087909,18-24,Other,East,Returning,In-Store,60,186.06,12004.45,309,183,0.18,0.39,0.68,14,35.5,High,1
C087910,35-44,Female,Central,VIP,In-Store,8,343.73,3299.4,109,41,0.2,0.46,0.26,37,60.0,Low,0
C087911,55+,Female,Central,Loyal,Mobile App,8,41.41,354.31,183,37,0.78,0.55,0.3,93,62.5,Low,0
C087912,55+,Male,Central,Loyal,In-Store,1,104.75,96.24,53,2,0.22,0.56,0.13,47,71.5,Low,0
C087913,45-54,Male,North,VIP,In-Store,20,66.13,1389.33,295,65,0.4,0.88,0.71,77,58.5,High,1
C087914,35-44,Male,West,Loyal,In-Store,3,179.54,612.59,338,9,0.62,0.59,0.73,44,43.0,High,1
C087915,35-44,Female,East,Loyal,Online,1,258.91,220.57,258,5,0.57,0.74,0.39,50,67.5,High,1
C087916,18-24,Male,West,Returning,In-Store,12,371.75,4604.27,296,62,0.05,0.44,0.38,39,53.0,High,1
C087917,25-34,Male,East,Returning,Online,20,216.24,3956.72,315,84,0.19,0.32,0.66,93,33.0,High,1
C087918,55+,Female,East,VIP,Mobile App,60,359.6,20454.5,145,126,0.1,0.59,0.38,46,60.5,Low,0
C087919,25-34,Female,North,Loyal,Mobile App,12,255.02,2760.71,275,42,0.31,0.64,0.62,15,51.0,High,1
C087920,18-24,Female,South,Returning,Online,1,398.43,467.79,39,3,0.36,0.08,0.19,95,44.5,Low,0
C087921,25-34,Other,West,New,In-Store,1,161.53,148.01,296,2,0.51,0.1,0.39,99,35.5,High,1
C087922,25-34,Female,East,New,Online,1,204.95,244.17,238,4,0.15,0.65,0.17,92,74.0,Medium,1
C087923,18-24,Male,East,Loyal,In-Store,8,190.51,1351.66,281,25,0.66,0.77,0.84,16,46.5,High,1
C087924,35-44,Female,West,Loyal,In-Store,20,331.18,7885.31,228,148,0.38,0.37,0.38,33,49.5,Medium,1
C087925,25-34,Female,North,Loyal,Mobile App,1,268.55,263.87,180,2,0.71,0.3,0.32,18,49.0,Medium,1
C087926,25-34,Female,North,VIP,In-Store,5,37.97,225.58,214,13,0.59,0.25,0.71,80,27.0,Medium,0
C087927,18-24,Female,North,New,In-Store,35,65.17,2511.0,178,126,0.19,0.08,0.31,25,38.5,Medium,0
C087928,55+,Other,North,Loyal,In-Store,2,20.38,35.43,171,9,0.73,0.35,0.3,41,52.5,Medium,0
C087929,35-44,Other,North,Loyal,In-Store,2,60.02,108.94,358,5,0.09,0.54,0.73,42,40.5,High,1
C087930,55+,Other,North,Returning,Mobile App,1,144.66,136.57,354,6,0.23,0.6,0.13,85,73.5,High,1
C087931,55+,Male,West,VIP,Mobile App,5,368.92,2008.35,202,37,0.78,0.76,0.78,39,49.0,High,1
C087932,45-54,Female,East,Loyal,Mobile App,12,292.36,4087.51,316,50,0.09,0.19,0.47,32,36.0,High,1
C087933,45-54,Male,West,Loyal,Online,2,330.7,695.58,177,7,0.57,0.35,0.65,71,35.0,Medium,0
C087934,25-34,Male,East,VIP,Online,5,180.36,938.02,259,20,0.24,0.81,0.41,99,70.0,Medium,1
C087935,55+,Other,East,Returning,Online,3,217.53,679.95,322,9,0.29,0.76,0.54,46,61.0,High,1
C087936,18-24,Male,East,Loyal,In-Store,1,270.73,252.16,206,7,0.6,0.7,0.15,30,77.5,Medium,0
C087937,18-24,Male,South,VIP,Online,1,284.27,242.63,256,4,0.56,0.74,0.11,70,81.5,Low,0
C087938,25-34,Other,East,Returning,Mobile App,8,374.45,3542.13,361,60,0.56,0.21,0.16,90,52.5,Medium,1
C087939,35-44,Female,South,Loyal,Online,8,109.85,776.35,95,26,0.58,0.3,0.83,57,23.5,Medium,1
C087940,25-34,Male,East,Loyal,Mobile App,35,161.15,5218.23,135,108,0.77,0.19,0.26,32,46.5,Low,0
C087941,18-24,Female,West,Returning,In-Store,8,68.99,644.33,306,52,0.39,0.58,0.78,96,40.0,High,1
C087942,45-54,Female,West,VIP,Online,1,317.04,343.89,34,3,0.17,0.62,0.45,58,58.5,Low,0
C087943,45-54,Female,South,Returning,Mobile App,1,268.65,305.64,215,2,0.78,0.37,0.61,43,38.0,High,1
C087944,25-34,Female,West,New,Mobile App,8,203.78,1816.08,1,24,0.36,0.46,0.68,82,39.0,Low,0
C087945,45-54,Female,South,Loyal,Mobile App,60,86.58,5682.82,172,141,0.58,0.33,0.61,89,36.0,Low,0
C087946,35-44,Other,Central,New,Mobile App,35,198.13,7795.2,19,150,0.73,0.63,0.17,79,73.0,Low,0
C087947,25-34,Other,East,Returning,Mobile App,5,71.86,400.94,101,20,0.64,0.24,0.35,66,44.5,Low,0
C087948,18-24,Female,South,Loyal,Mobile App,5,194.42,1065.19,58,29,0.75,0.75,0.34,69,70.5,Low,0
C087949,35-44,Female,West,VIP,Mobile App,3,363.18,1250.98,186,21,0.74,0.24,0.42,91,41.0,Medium,0
C087950,45-54,Other,North,Returning,Online,2,259.11,466.92,289,5,0.72,0.8,0.36,13,72.0,High,1
C087951,18-24,Other,West,New,In-Store,2,161.16,358.8,96,7,0.66,0.62,0.24,49,69.0,Low,0
C087952,35-44,Male,South,Returning,In-Store,5,273.97,1441.82,134,36,0.41,0.61,0.62,99,49.5,Low,0
C087953,55+,Male,Central,Returning,Online,20,27.18,591.87,54,67,0.08,0.82,0.37,11,72.5,Low,0
C087954,18-24,Male,West,New,Online,8,267.3,2182.25,233,42,0.54,0.52,0.27,79,62.5,Medium,1
C087955,55+,Female,North,Loyal,Mobile App,8,145.27,1385.16,63,25,0.24,0.61,0.18,82,71.5,Low,0
C087956,55+,Female,North,VIP,Online,3,240.04,738.42,63,17,0.18,0.39,0.26,27,56.5,Low,0
C087957,55+,Other,West,New,Online,2,120.65,225.06,196,13,0.28,0.87,0.19,47,84.0,Low,0
C087958,35-44,Male,West,Returning,Online,5,304.86,1756.63,23,32,0.64,0.07,0.47,31,30.0,Low,0
C087959,35-44,Other,West,Returning,Mobile App,2,198.32,441.39,348,12,0.15,0.84,0.69,89,57.5,High,1
C087960,25-34,Male,West,New,Online,8,279.59,2478.07,247,35,0.78,0.45,0.3,18,57.5,High,1
C087961,55+,Male,Central,Returning,In-Store,8,68.69,494.89,139,58,0.6,0.79,0.5,66,64.5,Medium,0
C087962,35-44,Male,South,Returning,Mobile App,2,107.42,253.74,346,11,0.42,0.52,0.51,45,50.5,High,1
C087963,18-24,Male,Central,New,In-Store,12,151.19,1956.88,93,67,0.77,0.36,0.1,48,63.0,Low,0
C087964,18-24,Female,North,VIP,Mobile App,12,71.43,772.44,120,74,0.39,0.75,0.79,98,48.0,Low,0
C087965,35-44,Female,South,Returning,Online,12,280.91,3292.76,104,65,0.2,0.09,0.84,23,12.5,Medium,1
C087966,25-34,Female,East,Loyal,Online,2,371.18,737.27,283,15,0.24,0.64,0.08,92,78.0,Low,0
C087967,35-44,Male,South,Returning,In-Store,60,165.24,8446.34,14,349,0.65,0.27,0.36,25,45.5,Low,0
C087968,35-44,Male,South,VIP,In-Store,2,26.2,49.81,331,4,0.41,0.48,0.36,85,56.0,High,1
C087969,55+,Other,West,VIP,In-Store,20,163.84,3773.85,353,51,0.69,0.22,0.77,43,22.5,High,1
C087970,45-54,Other,North,VIP,In-Store,8,263.06,1842.82,275,43,0.69,0.86,0.39,92,73.5,Medium,1
C087971,55+,Other,South,New,In-Store,12,327.46,4206.93,99,44,0.17,0.73,0.41,14,66.0,Low,0
C087972,25-34,Female,Central,Returning,Mobile App,20,271.48,5436.32,247,76,0.33,0.36,0.69,87,33.5,Medium,1
C087973,25-34,Other,North,Loyal,Mobile App,3,38.81,121.52,201,15,0.79,0.64,0.44,87,60.0,Low,0
C087974,55+,Female,Central,New,Online,8,231.45,1599.37,203,47,0.77,0.37,0.19,43,59.0,Medium,0
C087975,25-34,Male,North,Returning,In-Store,1,61.03,73.13,207,3,0.27,0.06,0.57,34,24.5,Medium,1
C087976,55+,Male,Central,Loyal,Online,8,285.88,2334.12,53,18,0.51,0.69,0.83,19,43.0,Medium,0
C087977,55+,Other,Central,VIP,Online,12,367.3,4850.27,363,66,0.73,0.84,0.35,64,74.5,High,1
C087978,55+,Male,South,Loyal,Online,1,354.65,321.85,269,4,0.64,0.15,0.83,79,16.0,High,1
C087979,45-54,Male,Central,VIP,In-Store,8,173.29,1332.95,53,56,0.26,0.49,0.6,26,44.5,Medium,0
C087980,18-24,Female,West,Returning,Mobile App,1,307.41,319.18,46,5,0.65,0.47,0.35,11,56.0,Low,0
C087981,35-44,Female,North,New,Mobile App,20,70.05,1447.55,60,128,0.53,0.37,0.5,72,43.5,Low,0
C087982,45-54,Male,West,Loyal,Online,20,323.76,5810.1,184,110,0.61,0.58,0.43,19,57.5,Medium,1
C087983,35-44,Female,West,VIP,Online,1,82.19,88.09,47,4,0.18,0.5,0.48,61,51.0,Low,0
C087984,45-54,Other,East,New,Online,2,38.74,78.43,245,7,0.36,0.82,0.72,37,55.0,High,1
C087985,35-44,Male,East,New,Online,5,328.22,1686.38,282,19,0.1,0.33,0.48,80,42.5,High,1
C087986,45-54,Female,West,VIP,Mobile App,3,84.51,221.92,205,16,0.1,0.6,0.32,69,64.0,Medium,0
C087987,35-44,Male,South,Returning,Online,35,205.65,6719.49,311,257,0.4,0.52,0.56,99,48.0,Medium,1
C087988,55+,Other,West,New,Mobile App,20,315.23,6227.98,276,108,0.6,0.53,0.74,61,39.5,High,1
C087989,18-24,Female,Central,New,Online,12,40.18,529.15,53,67,0.56,0.06,0.32,98,37.0,Low,0
C087990,35-44,Female,South,VIP,In-Store,8,112.49,956.17,319,50,0.1,0.19,0.6,94,29.5,High,1
C087991,55+,Male,South,VIP,In-Store,1,396.48,415.09,129,6,0.09,0.37,0.19,69,59.0,Low,0
C087992,35-44,Male,East,VIP,In-Store,1,267.39,286.62,199,4,0.42,0.29,0.42,61,43.5,Medium,1
C087993,25-34,Male,West,Loyal,Mobile App,8,162.5,1162.58,285,38,0.62,0.76,0.2,88,78.0,Medium,1
C087994,45-54,Male,Central,VIP,In-Store,20,191.24,3308.04,238,104,0.66,0.62,0.76,66,43.0,High,1
C087995,25-34,Male,South,Loyal,In-Store,12,35.57,417.96,249,59,0.18,0.14,0.44,50,35.0,Medium,1
C087996,18-24,Other,North,VIP,In-Store,3,120.64,318.65,116,7,0.22,0.27,0.1,20,58.5,Low,0
C087997,55+,Other,South,Loyal,In-Store,12,343.37,3792.81,79,53,0.25,0.47,0.81,26,33.0,Medium,0
C087998,18-24,Female,West,Returning,Online,60,114.87,6128.2,56,131,0.48,0.77,0.68,25,54.5,Low,0
C087999,55+,Male,North,Returning,Online,8,383.63,3409.76,195,62,0.51,0.09,0.55,67,27.0,Medium,1
C088000,55+,Female,North,Loyal,Mobile App,5,356.08,1647.7,342,23,0.42,0.62,0.78,13,42.0,High,1
C088001,35-44,Female,East,Returning,In-Store,3,182.29,528.58,115,15,0.65,0.42,0.8,84,31.0,Low,0
C088002,55+,Other,East,Returning,Mobile App,1,181.0,174.55,251,3,0.32,0.31,0.24,14,53.5,High,1
C088003,25-34,Female,Central,Returning,Online,1,84.61,86.13,307,4,0.33,0.3,0.7,78,30.0,High,1
C088004,25-34,Other,South,Loyal,In-Store,8,317.08,2619.07,101,33,0.41,0.25,0.22,76,51.5,Low,0
C088005,25-34,Male,Central,Returning,Online,8,187.62,1541.49,309,57,0.35,0.64,0.35,86,64.5,High,1
C088006,25-34,Male,East,New,In-Store,2,315.5,540.07,237,14,0.48,0.7,0.12,62,79.0,Medium,0
C088007,25-34,Female,East,Loyal,Mobile App,12,210.38,2580.5,263,84,0.79,0.06,0.22,64,42.0,Medium,1
C088008,25-34,Other,North,New,Mobile App,8,270.6,2530.97,132,32,0.37,0.09,0.16,60,46.5,Low,0
C088009,45-54,Male,North,VIP,Online,2,197.34,405.07,317,5,0.31,0.14,0.11,97,51.5,Medium,0
C088010,55+,Female,Central,VIP,Mobile App,20,380.6,6857.3,259,49,0.24,0.51,0.42,19,54.5,High,1
C088011,45-54,Male,West,VIP,Mobile App,12,133.72,1923.49,48,77,0.09,0.12,0.59,78,26.5,Low,0
C088012,45-54,Other,North,Loyal,In-Store,3,42.02,127.65,106,9,0.31,0.8,0.09,23,85.5,Low,0
C088013,35-44,Other,North,Returning,Online,5,390.06,1745.4,39,35,0.36,0.09,0.63,94,23.0,Low,0
C088014,25-34,Female,North,New,Mobile App,20,172.11,3284.74,203,113,0.37,0.56,0.18,76,69.0,Low,0
C088015,18-24,Female,Central,VIP,Online,1,312.78,337.2,208,7,0.78,0.34,0.43,43,45.5,Medium,1
C088016,18-24,Female,Central,Loyal,Mobile App,8,358.79,3417.48,231,61,0.28,0.86,0.2,88,83.0,Medium,0
C088017,25-34,Male,East,VIP,Mobile App,35,394.98,14856.99,66,120,0.39,0.6,0.29,77,65.5,Low,0
C088018,45-54,Male,Central,VIP,Online,5,227.9,1113.98,110,38,0.3,0.26,0.41,98,42.5,Low,0
C088019,55+,Female,North,Returning,Mobile App,8,374.19,3571.38,38,29,0.23,0.32,0.5,62,41.0,Low,0
C088020,35-44,Other,Central,New,Mobile App,20,313.93,6808.33,241,124,0.57,0.89,0.25,57,82.0,Medium,0
C088021,55+,Female,North,VIP,Mobile App,3,38.42,108.98,289,19,0.29,0.07,0.13,25,47.0,Medium,1
C088022,55+,Male,East,New,Online,5,162.69,821.18,106,27,0.6,0.14,0.4,76,37.0,Low,0
C088023,45-54,Other,West,Loyal,Mobile App,8,82.15,709.41,237,46,0.35,0.34,0.18,55,58.0,Medium,1
C088024,45-54,Other,South,VIP,Online,20,322.82,7300.0,180,144,0.63,0.1,0.49,46,30.5,Medium,0
C088025,25-34,Other,East,Loyal,Mobile App,5,82.54,359.73,142,10,0.33,0.12,0.24,52,44.0,Low,0
C088026,35-44,Male,West,Loyal,In-Store,3,240.16,792.99,154,6,0.32,0.11,0.71,63,20.0,Medium,1
C088027,25-34,Female,Central,Returning,Online,3,356.31,1062.23,173,21,0.77,0.8,0.46,81,67.0,Medium,0
C088028,35-44,Other,East,Loyal,Online,8,384.46,3268.23,255,63,0.37,0.75,0.57,53,59.0,High,1
